Date;Close/Last;Volume;Open;High;Low
08.07.2019;2975.95;--;2979.77;2980.76;2970.09
05.07.2019;2990.41;--;2984.25;2994.03;2967.97
03.07.2019;2995.82;--;2978.08;2995.84;2977.96
02.07.2019;2973.01;--;2964.66;2973.21;2955.92
01.07.2019;2964.33;--;2971.41;2977.93;2952.22
28.06.2019;2941.76;--;2932.94;2943.98;2929.05
27.06.2019;2924.92;--;2919.66;2929.3;2918.57
26.06.2019;2913.78;--;2926.07;2932.59;2912.99
25.06.2019;2917.38;--;2945.78;2946.52;2916.01
24.06.2019;2945.35;--;2951.42;2954.92;2944.05
21.06.2019;2950.46;--;2952.71;2964.15;2946.87
20.06.2019;2954.18;--;2949.6;2958.06;2931.5
19.06.2019;2926.46;--;2920.55;2931.74;2911.43
18.06.2019;2917.75;--;2906.71;2930.79;2905.44
17.06.2019;2889.67;--;2889.75;2897.27;2887.3
14.06.2019;2886.98;--;2886.82;2894.45;2879.62
13.06.2019;2891.64;--;2886.24;2895.24;2881.99
12.06.2019;2879.84;--;2882.73;2888.57;2874.68
11.06.2019;2885.72;--;2903.27;2910.61;2878.53
10.06.2019;2886.73;--;2885.83;2904.77;2885.51
07.06.2019;2873.34;--;2852.87;2884.97;2852.87
06.06.2019;2843.49;--;2828.51;2852.1;2822.45
05.06.2019;2826.15;--;2818.09;2827.28;2800.92
04.06.2019;2803.27;--;2762.64;2804.49;2762.64
03.06.2019;2744.45;--;2751.53;2763.07;2728.81
